survey,question_concept_id,question,answer_concept_id,answer
COVID-19 Participant Experience (COPE) Survey,1310134,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1310134,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1310135,Are you receiving prenatal care?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310135,Are you receiving prenatal care?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1310135,Are you receiving prenatal care?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1310136,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?",713887,"Yes, but not at home"
COVID-19 Participant Experience (COPE) Survey,1310136,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310136,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?",1310114,"No, at care, school or college full time"
COVID-19 Participant Experience (COPE) Survey,1310136,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?",1310129,"Yes, at home full time"
COVID-19 Participant Experience (COPE) Survey,1310136,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?",1310130,"Yes, at home part of the time"
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",1310070,About the same
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",1310072,A little less
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",1310073,A little more
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",1310111,Much less
COVID-19 Participant Experience (COPE) Survey,1310138,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?",1310112,Much more
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",1310070,About the same
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",1310072,A little less
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",1310073,A little more
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",1310111,Much less
COVID-19 Participant Experience (COPE) Survey,1310139,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",1310112,Much more
COVID-19 Participant Experience (COPE) Survey,1310140,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310140,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",1332768,No
COVID-19 Participant Experience (COPE) Survey,1310140,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",903640,Other
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1310080,I became pregnant during COVID-19 and visits are similar
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1310095,I have to go to the visits alone
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1310102,It is the same as before COVID-19
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1310119,Some visits are virtual (over the phone or computer)
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1310123,The visits are less frequent
COVID-19 Participant Experience (COPE) Survey,1310141,"How has your prenatal care changed since COVID-19? (If you became pregnant during COVID-19, compare to any prior pregnancies if relevant.) Select all that apply.",1332892,Prefer not to answer
COVID-19 Participant Experience (COPE) Survey,1310142,Do you plan to get the flu vaccine this season?,702690,"No, I received it more than a month ago"
COVID-19 Participant Experience (COPE) Survey,1310142,Do you plan to get the flu vaccine this season?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310142,Do you plan to get the flu vaccine this season?,1332717,Don't know
COVID-19 Participant Experience (COPE) Survey,1310142,Do you plan to get the flu vaccine this season?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1310142,Do you plan to get the flu vaccine this season?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,903640,Other
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310081,I belong to a high-risk population
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310091,"I had no symptoms, but testing was available"
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310092,"I had to comply with travel mandates (e.g., crossing state lines, international travel)"
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310096,I needed to get a test for work or school
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310097,I needed to get a test in order to get other health care services
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310104,I was experiencing COVID-19 symptoms
COVID-19 Participant Experience (COPE) Survey,1310144,What was your reason(s) for testing for COVID-19? Please select all that apply.,1310105,I was in contact with someone who had or was suspected to have COVID-19
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,903640,Other
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310071,Affording the test
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310076,Finding a doctor (I didn't know where I could get the test)
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310077,Getting an appointment at a convenient time
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310082,I did not have any difficulty getting a test
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310083,I did not have childcare
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310084,I did not have transportation
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310085,I did not meet criteria to be tested
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310089,I don't have insurance
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310113,My insurance doesn't cover the test
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310120,Taking time off from work
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310121,The insurance co-pays/deductibles were too high
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310122,"The test was not available at the doctor's office, clinic, or hospital"
COVID-19 Participant Experience (COPE) Survey,1310145,Did you have difficulty with the following aspects of getting a test for COVID-19? Please select all that apply.,1310128,Wait time for an available appointment
COVID-19 Participant Experience (COPE) Survey,1310148,Are there other important symptoms you want to share with us?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1310148,Are there other important symptoms you want to share with us?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1310148,Are there other important symptoms you want to share with us?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",1332864,A few days (1-2 days)
COVID-19 Participant Experience (COPE) Survey,1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",1332929,Every day
COVID-19 Participant Experience (COPE) Survey,1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",1332864,A few days (1-2 days)
COVID-19 Participant Experience (COPE) Survey,1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",1332929,Every day
COVID-19 Participant Experience (COPE) Survey,1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1332904,Indian Health Service
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1332936,"I don't have health insurance, self-pay"
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333127,Any other type of health insurance or health coverage plan
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333140,TRICARE or other military health care
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333147,Insurance purchased directly from an insurance company (by you or another family member)
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333229,Veterans Affairs (VA) (including those who have ever used or enrolled for VA health care)
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333231,"Medicare, for people 65 and older or people with certain disabilities"
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333236,Insurance through a current or former employer or union (by you or another family member)
COVID-19 Participant Experience (COPE) Survey,1332737,Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.,1333347,"Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or disability"
COVID-19 Participant Experience (COPE) Survey,1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",1332864,A few days (1-2 days)
COVID-19 Participant Experience (COPE) Survey,1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",1332929,Every day
COVID-19 Participant Experience (COPE) Survey,1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",1332777,Does not describe me
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",1332784,Describes me very well
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",1332941,Neutral
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",1333028,Describes me
COVID-19 Participant Experience (COPE) Survey,1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",1333125,Does not describe me at all
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,1332777,Does not describe me
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,1332784,Describes me very well
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,1332941,Neutral
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,1333028,Describes me
COVID-19 Participant Experience (COPE) Survey,1332741,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,1333125,Does not describe me at all
COVID-19 Participant Experience (COPE) Survey,1332742,Were you tested for influenza (flu) in the past month?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332742,Were you tested for influenza (flu) in the past month?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332742,Were you tested for influenza (flu) in the past month?,1332825,Unknown
COVID-19 Participant Experience (COPE) Survey,1332742,Were you tested for influenza (flu) in the past month?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332744,Are you currently on chemotherapy or immunotherapy?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332744,Are you currently on chemotherapy or immunotherapy?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332744,Are you currently on chemotherapy or immunotherapy?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332745,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332745,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",1332768,No
COVID-19 Participant Experience (COPE) Survey,1332745,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?",1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332746,How often did you use inhalants?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332746,How often did you use inhalants?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332746,How often did you use inhalants?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332746,How often did you use inhalants?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332746,How often did you use inhalants?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332747,Do you think you have used more or less methamphetamine in the past month than you used to?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332747,Do you think you have used more or less methamphetamine in the past month than you used to?,1332791,The same as usual
COVID-19 Participant Experience (COPE) Survey,1332747,Do you think you have used more or less methamphetamine in the past month than you used to?,1332798,Less often than usual
COVID-19 Participant Experience (COPE) Survey,1332747,Do you think you have used more or less methamphetamine in the past month than you used to?,1332799,More often than usual
COVID-19 Participant Experience (COPE) Survey,1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",1332864,A few days (1-2 days)
COVID-19 Participant Experience (COPE) Survey,1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",1332929,Every day
COVID-19 Participant Experience (COPE) Survey,1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332717,Don't know
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332770,Moderately happy
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332773,Extremely happy
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332776,Moderately unhappy
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332892,Prefer not to answer
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1332894,Very happy
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1333005,Very unhappy
COVID-19 Participant Experience (COPE) Survey,1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",1333007,Extremely unhappy
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,903639,A little
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1332717,Don't know
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1332821,Not at all
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1332889,Very much
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1332892,Prefer not to answer
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1333000,A moderate amount
COVID-19 Participant Experience (COPE) Survey,1332750,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,1333031,An extreme amount
COVID-19 Participant Experience (COPE) Survey,1332751,How often did you use synthetic marijuana or fake weed?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332751,How often did you use synthetic marijuana or fake weed?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332751,How often did you use synthetic marijuana or fake weed?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332751,How often did you use synthetic marijuana or fake weed?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332751,How often did you use synthetic marijuana or fake weed?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332752,How often did you use prescription sedatives or prescription sleeping pills?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332752,How often did you use prescription sedatives or prescription sleeping pills?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332752,How often did you use prescription sedatives or prescription sleeping pills?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332752,How often did you use prescription sedatives or prescription sleeping pills?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332752,How often did you use prescription sedatives or prescription sleeping pills?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332753,How often did you use cocaine?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332753,How often did you use cocaine?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332753,How often did you use cocaine?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332753,How often did you use cocaine?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332753,How often did you use cocaine?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332754,How often did you use hallucinogens?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332754,How often did you use hallucinogens?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332754,How often did you use hallucinogens?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332754,How often did you use hallucinogens?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332754,How often did you use hallucinogens?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332755,How often did you use prescription stimulants?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332755,How often did you use prescription stimulants?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332755,How often did you use prescription stimulants?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332755,How often did you use prescription stimulants?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332755,How often did you use prescription stimulants?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332756,How long has it been since you last used an electronic nicotine product?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332756,How long has it been since you last used an electronic nicotine product?,1332723,Weeks
COVID-19 Participant Experience (COPE) Survey,1332756,How long has it been since you last used an electronic nicotine product?,1332724,Months
COVID-19 Participant Experience (COPE) Survey,1332756,How long has it been since you last used an electronic nicotine product?,1332725,Years
COVID-19 Participant Experience (COPE) Survey,1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",1332864,A few days (1-2 days)
COVID-19 Participant Experience (COPE) Survey,1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",1332929,Every day
COVID-19 Participant Experience (COPE) Survey,1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",1333148,None of the days (0 days)
COVID-19 Participant Experience (COPE) Survey,1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",1333306,Most days (3-4 days)
COVID-19 Participant Experience (COPE) Survey,1332763,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332763,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",1332743,Not that I know of
COVID-19 Participant Experience (COPE) Survey,1332763,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",1333304,"Yes, suspected COVID-19"
COVID-19 Participant Experience (COPE) Survey,1332763,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",1333320,"Yes, known COVID-19"
COVID-19 Participant Experience (COPE) Survey,1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",1332910,"Yes, Every day"
COVID-19 Participant Experience (COPE) Survey,1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",1332923,"No, Never"
COVID-19 Participant Experience (COPE) Survey,1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",1332939,"Yes, Some days"
COVID-19 Participant Experience (COPE) Survey,1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",1333137,"Not currently, but in the past"
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332722,Other
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332758,"Spouse, partner, boyfriend, girlfriend"
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332759,Parent
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332760,Grandparent
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332764,Child
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332765,Sibling (brother or sister)
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332766,Friend
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332778,Neighbor
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1332892,Prefer not to answer
COVID-19 Participant Experience (COPE) Survey,1332769,Who do you know who has died? Check all that apply.,1333302,Co-worker
COVID-19 Participant Experience (COPE) Survey,1332792,Are you currently pregnant?,903096,PMI: Skip
